id,group,scene,audience,variant,viewport,width,height,content_profile,focus,harness_path,result,evidence,observation
BASE-countdown-protagonist-origin01-wine-desktop,base,countdown,protagonist,origin01-wine,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-countdown-protagonist-origin01-wine-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-countdown-protagonist-origin01-midnight-mobile,base,countdown,protagonist,origin01-midnight,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-countdown-protagonist-origin01-midnight-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-countdown-protagonist-origin01-midnight-desktop,base,countdown,protagonist,origin01-midnight,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-countdown-protagonist-origin01-midnight-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-countdown-protagonist-origin01-garden-mobile,base,countdown,protagonist,origin01-garden,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-countdown-protagonist-origin01-garden-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-countdown-protagonist-origin01-garden-desktop,base,countdown,protagonist,origin01-garden,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-countdown-protagonist-origin01-garden-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-countdown-guest-origin01-wine-mobile,base,countdown,guest,origin01-wine,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-countdown-guest-origin01-wine-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-countdown-guest-origin01-wine-desktop,base,countdown,guest,origin01-wine,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-countdown-guest-origin01-wine-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-countdown-guest-origin01-midnight-mobile,base,countdown,guest,origin01-midnight,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-countdown-guest-origin01-midnight-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-countdown-guest-origin01-midnight-desktop,base,countdown,guest,origin01-midnight,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-countdown-guest-origin01-midnight-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-countdown-guest-origin01-garden-mobile,base,countdown,guest,origin01-garden,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-countdown-guest-origin01-garden-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-countdown-guest-origin01-garden-desktop,base,countdown,guest,origin01-garden,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-countdown-guest-origin01-garden-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-story-protagonist-origin01-wine-mobile,base,story,protagonist,origin01-wine,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-story-protagonist-origin01-wine-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-story-protagonist-origin01-wine-desktop,base,story,protagonist,origin01-wine,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-story-protagonist-origin01-wine-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-story-protagonist-origin01-midnight-mobile,base,story,protagonist,origin01-midnight,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-story-protagonist-origin01-midnight-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-story-protagonist-origin01-midnight-desktop,base,story,protagonist,origin01-midnight,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-story-protagonist-origin01-midnight-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-story-protagonist-origin01-garden-mobile,base,story,protagonist,origin01-garden,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-story-protagonist-origin01-garden-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-story-protagonist-origin01-garden-desktop,base,story,protagonist,origin01-garden,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-story-protagonist-origin01-garden-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-story-guest-origin01-wine-mobile,base,story,guest,origin01-wine,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-story-guest-origin01-wine-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-story-guest-origin01-wine-desktop,base,story,guest,origin01-wine,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-story-guest-origin01-wine-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-story-guest-origin01-midnight-mobile,base,story,guest,origin01-midnight,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-story-guest-origin01-midnight-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-story-guest-origin01-midnight-desktop,base,story,guest,origin01-midnight,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-story-guest-origin01-midnight-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-story-guest-origin01-garden-mobile,base,story,guest,origin01-garden,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-story-guest-origin01-garden-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-story-guest-origin01-garden-desktop,base,story,guest,origin01-garden,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-story-guest-origin01-garden-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-eventDetails-protagonist-origin01-wine-mobile,base,eventDetails,protagonist,origin01-wine,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-eventDetails-protagonist-origin01-wine-mobile,issue,https://limen-web-six.vercel.app/studio/matriz/BASE-eventDetails-protagonist-origin01-wine-mobile,VIS-2 — Inspección perceptual externa; consultar el hallazgo canónico de Fase 1.2.
BASE-eventDetails-protagonist-origin01-wine-desktop,base,eventDetails,protagonist,origin01-wine,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-eventDetails-protagonist-origin01-wine-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-eventDetails-protagonist-origin01-midnight-mobile,base,eventDetails,protagonist,origin01-midnight,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-eventDetails-protagonist-origin01-midnight-mobile,issue,https://limen-web-six.vercel.app/studio/matriz/BASE-eventDetails-protagonist-origin01-midnight-mobile,VIS-2 — Inspección perceptual externa; consultar el hallazgo canónico de Fase 1.2.
BASE-eventDetails-protagonist-origin01-midnight-desktop,base,eventDetails,protagonist,origin01-midnight,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-eventDetails-protagonist-origin01-midnight-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-eventDetails-protagonist-origin01-garden-mobile,base,eventDetails,protagonist,origin01-garden,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-eventDetails-protagonist-origin01-garden-mobile,issue,https://limen-web-six.vercel.app/studio/matriz/BASE-eventDetails-protagonist-origin01-garden-mobile,VIS-2 — Inspección perceptual externa; consultar el hallazgo canónico de Fase 1.2.
BASE-eventDetails-protagonist-origin01-garden-desktop,base,eventDetails,protagonist,origin01-garden,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-eventDetails-protagonist-origin01-garden-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-eventDetails-guest-origin01-wine-mobile,base,eventDetails,guest,origin01-wine,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-eventDetails-guest-origin01-wine-mobile,issue,https://limen-web-six.vercel.app/studio/matriz/BASE-eventDetails-guest-origin01-wine-mobile,VIS-2 — Inspección perceptual externa; consultar el hallazgo canónico de Fase 1.2.
BASE-eventDetails-guest-origin01-wine-desktop,base,eventDetails,guest,origin01-wine,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-eventDetails-guest-origin01-wine-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-eventDetails-guest-origin01-midnight-mobile,base,eventDetails,guest,origin01-midnight,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-eventDetails-guest-origin01-midnight-mobile,issue,https://limen-web-six.vercel.app/studio/matriz/BASE-eventDetails-guest-origin01-midnight-mobile,VIS-2 — Inspección perceptual externa; consultar el hallazgo canónico de Fase 1.2.
BASE-eventDetails-guest-origin01-midnight-desktop,base,eventDetails,guest,origin01-midnight,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-eventDetails-guest-origin01-midnight-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-eventDetails-guest-origin01-garden-mobile,base,eventDetails,guest,origin01-garden,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-eventDetails-guest-origin01-garden-mobile,issue,https://limen-web-six.vercel.app/studio/matriz/BASE-eventDetails-guest-origin01-garden-mobile,VIS-2 — Inspección perceptual externa; consultar el hallazgo canónico de Fase 1.2.
BASE-eventDetails-guest-origin01-garden-desktop,base,eventDetails,guest,origin01-garden,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-eventDetails-guest-origin01-garden-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-schedule-protagonist-origin01-wine-mobile,base,schedule,protagonist,origin01-wine,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-schedule-protagonist-origin01-wine-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-schedule-protagonist-origin01-wine-desktop,base,schedule,protagonist,origin01-wine,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-schedule-protagonist-origin01-wine-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-schedule-protagonist-origin01-midnight-mobile,base,schedule,protagonist,origin01-midnight,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-schedule-protagonist-origin01-midnight-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-schedule-protagonist-origin01-midnight-desktop,base,schedule,protagonist,origin01-midnight,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-schedule-protagonist-origin01-midnight-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-schedule-protagonist-origin01-garden-mobile,base,schedule,protagonist,origin01-garden,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-schedule-protagonist-origin01-garden-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-schedule-protagonist-origin01-garden-desktop,base,schedule,protagonist,origin01-garden,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-schedule-protagonist-origin01-garden-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-schedule-guest-origin01-wine-mobile,base,schedule,guest,origin01-wine,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-schedule-guest-origin01-wine-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-schedule-guest-origin01-wine-desktop,base,schedule,guest,origin01-wine,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-schedule-guest-origin01-wine-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-schedule-guest-origin01-midnight-mobile,base,schedule,guest,origin01-midnight,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-schedule-guest-origin01-midnight-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-schedule-guest-origin01-midnight-desktop,base,schedule,guest,origin01-midnight,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-schedule-guest-origin01-midnight-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-schedule-guest-origin01-garden-mobile,base,schedule,guest,origin01-garden,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-schedule-guest-origin01-garden-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-schedule-guest-origin01-garden-desktop,base,schedule,guest,origin01-garden,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-schedule-guest-origin01-garden-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-weather-protagonist-origin01-wine-mobile,base,weather,protagonist,origin01-wine,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-weather-protagonist-origin01-wine-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-weather-protagonist-origin01-wine-desktop,base,weather,protagonist,origin01-wine,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-weather-protagonist-origin01-wine-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-weather-protagonist-origin01-midnight-mobile,base,weather,protagonist,origin01-midnight,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-weather-protagonist-origin01-midnight-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-weather-protagonist-origin01-midnight-desktop,base,weather,protagonist,origin01-midnight,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-weather-protagonist-origin01-midnight-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-weather-protagonist-origin01-garden-mobile,base,weather,protagonist,origin01-garden,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-weather-protagonist-origin01-garden-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-weather-protagonist-origin01-garden-desktop,base,weather,protagonist,origin01-garden,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-weather-protagonist-origin01-garden-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-weather-guest-origin01-wine-mobile,base,weather,guest,origin01-wine,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-weather-guest-origin01-wine-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-weather-guest-origin01-wine-desktop,base,weather,guest,origin01-wine,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-weather-guest-origin01-wine-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-weather-guest-origin01-midnight-mobile,base,weather,guest,origin01-midnight,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-weather-guest-origin01-midnight-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-weather-guest-origin01-midnight-desktop,base,weather,guest,origin01-midnight,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-weather-guest-origin01-midnight-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-weather-guest-origin01-garden-mobile,base,weather,guest,origin01-garden,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-weather-guest-origin01-garden-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-weather-guest-origin01-garden-desktop,base,weather,guest,origin01-garden,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-weather-guest-origin01-garden-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-dressCode-protagonist-origin01-wine-mobile,base,dressCode,protagonist,origin01-wine,mobile,390,844,canonical,composición integral de la escena,/studio/matriz/BASE-dressCode-protagonist-origin01-wine-mobile,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
BASE-dressCode-protagonist-origin01-wine-desktop,base,dressCode,protagonist,origin01-wine,desktop,1440,1000,canonical,composición integral de la escena,/studio/matriz/BASE-dressCode-protagonist-origin01-wine-desktop,pass,https://limen-web-six.vercel.app,Inspeccionado externamente mediante el harness real desplegado; no se observó ningún defecto perceptual de Fase 1.2.
